"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름","점검일자"
"1344910","145","마천중앙시장","320","달걀(30개)","30개","4500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344911","145","마천중앙시장","259","조기(냉동,국산)","1마리","3000","2018-12","중국산","001","전통시장","710000","송파구","2018-12-31"
"1344912","145","마천중앙시장","152","명태(러시아,냉동)","1마리","4000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344913","145","마천중앙시장","256","오징어(냉동,국산)","1마리","4500","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344914","145","마천중앙시장","266","고등어(생물,국산)","1마리","4000","2018-12","","001","전통시장","710000","송파구","2018-12-31"
"1344915","147","롯데백화점잠실점","305","사과(부사, 300g)","300g","2500","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344916","147","롯데백화점잠실점","306","배(신고, 600g)","600g","6800","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344917","147","롯데백화점잠실점","307","배추(2.5~3kg)","2.5kg","0","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344918","147","롯데백화점잠실점","308","무(1kg)","1kg","2450","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344919","147","롯데백화점잠실점","309","양파(1.5kg망)","1.5kg","5500","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344920","147","롯데백화점잠실점","310","상추(100g)","100g","1980","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344921","147","롯데백화점잠실점","311","오이(다다기)","1개","780","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344922","147","롯데백화점잠실점","119","호박(인큐베이터)","1개","2900","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344923","147","롯데백화점잠실점","58","쇠고기(한우,불고기)","600g 1+급","52800","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344924","147","롯데백화점잠실점","99","돼지고기(생삼겹살)","600g ","25740","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344925","147","롯데백화점잠실점","18","닭고기","1050","11700","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344926","147","롯데백화점잠실점","171","달걀(10개)","10개","6500","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344927","147","롯데백화점잠실점","320","달걀(30개)","30개","0","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344928","147","롯데백화점잠실점","314","냉동참조기(20cm,국산)","1마리","0","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344929","147","롯데백화점잠실점","302","명태","1마리","0","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344930","147","롯데백화점잠실점","253","오징어","1마리","8000","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344931","147","롯데백화점잠실점","304","고등어","1마리","10000","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344932","148","홈플러스잠실점","305","사과(부사, 300g)","300g","1798","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344933","148","홈플러스잠실점","306","배(신고, 600g)","600g","4300","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344934","148","홈플러스잠실점","307","배추(2.5~3kg)","2.5kg","1990","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344935","148","홈플러스잠실점","25","무","1.kg","1390","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344936","148","홈플러스잠실점","309","양파(1.5kg망)","1.5kg","2790","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344937","148","홈플러스잠실점","310","상추(100g)","100g","745","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344938","148","홈플러스잠실점","311","오이(다다기)","1개","990","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344939","148","홈플러스잠실점","119","호박(인큐베이터)","1개","1590","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344940","148","홈플러스잠실점","58","쇠고기(한우,불고기)","600g","25140","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344941","148","홈플러스잠실점","99","돼지고기(생삼겹살)","600","9540","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344942","148","홈플러스잠실점","283","닭고기(육계)","1050g","8990","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344943","148","홈플러스잠실점","171","달걀(10개)","10개","2690","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344944","148","홈플러스잠실점","320","달걀(30개)","30개","3700","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344945","148","홈플러스잠실점","259","조기(냉동,국산)","1마리","3690","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344946","148","홈플러스잠실점","152","명태(러시아,냉동)","1마리","2490","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344947","148","홈플러스잠실점","256","오징어(냉동,국산)","1마리","3790","2018-12","","002","대형마트","710000","송파구","2018-12-31"
"1344948","148","홈플러스잠실점","266","고등어(생물,국산)","1마리","2245","2018-12","노르웨이 해동","002","대형마트","710000","송파구","2018-12-31"
"1344949","94","홈플러스면목점","305","사과(부사, 300g)","1개","1350","2018-12","5개 6750","002","대형마트","260000","중랑구","2018-12-31"
"1344950","94","홈플러스면목점","306","배(신고, 600g)","1개","2530","2018-12","국내산","002","대형마트","260000","중랑구","2018-12-31"
"1344951","94","홈플러스면목점","307","배추(2.5~3kg)","1포기","1980","2018-12","국내산","002","대형마트","260000","중랑구","2018-12-31"
"1344952","94","홈플러스면목점","308","무(1kg)","1개","1380","2018-12","국내산","002","대형마트","260000","중랑구","2018-12-31"
"1344953","94","홈플러스면목점","309","양파(1.5kg망)","1망","2180","2018-12","국내산","002","대형마트","260000","중랑구","2018-12-31"
"1344954","94","홈플러스면목점","310","상추(100g)","1봉지","980","2018-12","적상추","002","대형마트","260000","중랑구","2018-12-31"
"1344955","94","홈플러스면목점","311","오이(다다기)","1개","680","2018-12","국내산","002","대형마트","260000","중랑구","2018-12-31"
"1344956","94","홈플러스면목점","119","호박(인큐베이터)","1개","1080","2018-12","애호박 ","002","대형마트","260000","중랑구","2018-12-31"
"1344957","94","홈플러스면목점","58","쇠고기(한우,불고기)","600g","26340","2018-12","농협안심한우","002","대형마트","260000","중랑구","2018-12-31"
"1344958","94","홈플러스면목점","202","돼지고기(생삼겹살)","600g","16990","2018-12","국내산","002","대형마트","260000","중랑구","2018-12-31"
"1344959","94","홈플러스면목점","283","닭고기(육계)","1마리1kg","5980","2018-12","하림","002","대형마트","260000","중랑구","2018-12-31"
"1344960","94","홈플러스면목점","171","달걀(10개)","10개","2680","2018-12","신선란 ","002","대형마트","260000","중랑구","2018-12-31"
"1344961","94","홈플러스면목점","320","달걀(30개)","30개","4280","2018-12","신선란 ","002","대형마트","260000","중랑구","2018-12-31"
"1344962","94","홈플러스면목점","144","조기(국산,냉동)","1마리(20cm)","4090","2018-12","중국부세조기","002","대형마트","260000","중랑구","2018-12-31"
"1344963","94","홈플러스면목점","265","명태(생물,수입산)","1마리(45cm)","3390","2018-12","케나다","002","대형마트","260000","중랑구","2018-12-31"
"1344964","94","홈플러스면목점","257","오징어(냉동,수입산)","1마리(25cm)","3690","2018-12","원앙산","002","대형마트","260000","중랑구","2018-12-31"
"1344965","94","홈플러스면목점","266","고등어(생물,국산)","1마리(30cm)","2690","2018-12","노르웨이 ","002","대형마트","260000","중랑구","2018-12-31"
"1344966","91","동원시장","305","사과(부사, 300g)","1개","1660","2018-12","3개 4980","001","전통시장","260000","중랑구","2018-12-31"
"1344967","91","동원시장","306","배(신고, 600g)","1개","2500","2018-12","국내산 ","001","전통시장","260000","중랑구","2018-12-31"
"1344968","91","동원시장","307","배추(2.5~3kg)","1포기","2500","2018-12","국내산 ","001","전통시장","260000","중랑구","2018-12-31"
"1344969","91","동원시장","308","무(1kg)","1개","1500","2018-12","국내산 ","001","전통시장","260000","중랑구","2018-12-31"
"1344970","91","동원시장","309","양파(1.5kg망)","1망","2000","2018-12","국내산 ","001","전통시장","260000","중랑구","2018-12-31"
"1344971","91","동원시장","310","상추(100g)","1봉지","1200","2018-12","적상추","001","전통시장","260000","중랑구","2018-12-31"
"1344972","91","동원시장","311","오이(다다기)","1개","600","2018-12","국내산 3개1800원","001","전통시장","260000","중랑구","2018-12-31"
"1344973","91","동원시장","119","호박(인큐베이터)","1개","1000","2018-12","애호박 ","001","전통시장","260000","중랑구","2018-12-31"
"1344974","91","동원시장","58","쇠고기(한우,불고기)","600g","24000","2018-12","농협안심한우","001","전통시장","260000","중랑구","2018-12-31"
"1344975","91","동원시장","202","돼지고기(생삼겹살)","600g","12600","2018-12","국내산 ","001","전통시장","260000","중랑구","2018-12-31"
"1344976","91","동원시장","283","닭고기(육계)","1마리 1kg","5000","2018-12","하림","001","전통시장","260000","중랑구","2018-12-31"
"1344977","91","동원시장","171","달걀(10개)","10개","2000","2018-12","특란","001","전통시장","260000","중랑구","2018-12-31"
"1344978","91","동원시장","320","달걀(30개)","30개","4500","2018-12","특란","001","전통시장","260000","중랑구","2018-12-31"
"1344979","91","동원시장","144","조기(국산,냉동)","1마리(20cm)","2000","2018-12","중국부세조기","001","전통시장","260000","중랑구","2018-12-31"
"1344980","91","동원시장","265","명태(생물,수입산)","1마리(45cm)","5000","2018-12","러시아(동태)","001","전통시장","260000","중랑구","2018-12-31"
"1344981","91","동원시장","257","오징어(냉동,수입산)","1마리(25cm)","4000","2018-12","원앙산","001","전통시장","260000","중랑구","2018-12-31"
"1344982","91","동원시장","266","고등어(생물,국산)","1마리(30cm)","3500","2018-12","노르웨이 ","001","전통시장","260000","중랑구","2018-12-31"
"1344983","92","이마트상봉점","305","사과(부사, 300g)","1개","1770","2018-12","4개 6980원","002","대형마트","260000","중랑구","2018-12-31"
"1344984","92","이마트상봉점","306","배(신고, 600g)","1개","2480","2018-12","4개 9990원","002","대형마트","260000","중랑구","2018-12-31"
