"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름","점검일자"
"1232191","110","이마트신도림점","171","달걀(10개)","특란","2390","2018-04","난이생","002","대형마트","530000","구로구","2018-04-30"
"1232192","110","이마트신도림점","320","달걀(30개)","특란","4390","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232193","110","이마트신도림점","136","조기(국산,생물)","1마리","2300","2018-04","5마리11500","002","대형마트","530000","구로구","2018-04-30"
"1232194","110","이마트신도림점","152","명태(러시아,냉동)","1마리","4930","2018-04","100g350","002","대형마트","530000","구로구","2018-04-30"
"1232195","110","이마트신도림점","256","오징어(냉동,국산)","1마리","3980","2018-04","2마리7960","002","대형마트","530000","구로구","2018-04-30"
"1232196","110","이마트신도림점","266","고등어(생물,국산)","1마리","2580","2018-04","2마리5160","002","대형마트","530000","구로구","2018-04-30"
"1232197","112","애경백화점","305","사과(부사, 300g)","1개","2000","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232198","112","애경백화점","306","배(신고, 600g)","1개","2500","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232199","112","애경백화점","307","배추(2.5~3kg)","1포기","4990","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232200","112","애경백화점","25","무","1개","3790","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232201","112","애경백화점","272","양파(작은망)","1망","2290","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232202","112","애경백화점","23","상추","100g","1495","2018-04","1봉지200g2990","002","대형마트","530000","구로구","2018-04-30"
"1232203","112","애경백화점","311","오이(다다기)","1개","500","2018-04","5개2500","002","대형마트","530000","구로구","2018-04-30"
"1232204","112","애경백화점","312","애호박","1개","1990","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232205","112","애경백화점","58","쇠고기(한우,불고기)","600g","36000","2018-04","100g6000","002","대형마트","530000","구로구","2018-04-30"
"1232206","112","애경백화점","202","돼지고기(생삼겹살)","600g","21540","2018-04","100g3590","002","대형마트","530000","구로구","2018-04-30"
"1232207","112","애경백화점","283","닭고기(육계)","1마리","5900","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232208","112","애경백화점","171","달걀(10개)","특란","3500","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232209","112","애경백화점","320","달걀(30개)","특란","2990","2018-04","국내산 행사","002","대형마트","530000","구로구","2018-04-30"
"1232210","112","애경백화점","136","조기(국산,생물)","1마리","5900","2018-04","부세조기","002","대형마트","530000","구로구","2018-04-30"
"1232211","112","애경백화점","264","명태(냉동,수입산)","1마리","4900","2018-04","","002","대형마트","530000","구로구","2018-04-30"
"1232212","112","애경백화점","256","오징어(냉동,국산)","1마리","4900","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232213","112","애경백화점","266","고등어(생물,국산)","1마리","8900","2018-04","국내산","002","대형마트","530000","구로구","2018-04-30"
"1232214","109","고척근린시장","305","사과(부사, 300g)","1개","1500","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232215","109","고척근린시장","306","배(신고, 600g)","1개","2500","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232216","109","고척근린시장","307","배추(2.5~3kg)","1포기","4000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232217","109","고척근린시장","308","무(1kg)","1개","2500","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232218","109","고척근린시장","272","양파(작은망)","1망","3000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232219","109","고척근린시장","23","상추","100g","500","2018-04","400g2000","001","전통시장","530000","구로구","2018-04-30"
"1232220","109","고척근린시장","311","오이(다다기)","1개","333","2018-04","3개1000","001","전통시장","530000","구로구","2018-04-30"
"1232221","109","고척근린시장","312","애호박","1개","1000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232222","109","고척근린시장","82","쇠고기(육우,불고기)","600g","27000","2018-04","100g4500","001","전통시장","530000","구로구","2018-04-30"
"1232223","109","고척근린시장","202","돼지고기(생삼겹살)","600g","12000","2018-04","100g2000","001","전통시장","530000","구로구","2018-04-30"
"1232224","109","고척근린시장","283","닭고기(육계)","1마리","5000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232225","109","고척근린시장","171","달걀(10개)","특란","2000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232226","109","고척근린시장","320","달걀(30개)","특란","4000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232227","109","고척근린시장","260","조기(냉동,수입산)","1마리","2000","2018-04","5마리10000","001","전통시장","530000","구로구","2018-04-30"
"1232228","109","고척근린시장","152","명태(러시아,냉동)","1마리","3000","2018-04","수입","001","전통시장","530000","구로구","2018-04-30"
"1232229","109","고척근린시장","256","오징어(냉동,국산)","1마리","3500","2018-04","2마리7000","001","전통시장","530000","구로구","2018-04-30"
"1232230","109","고척근린시장","266","고등어(생물,국산)","1마리","1666","2018-04","3마리5000","001","전통시장","530000","구로구","2018-04-30"
"1232231","108","남구로시장","305","사과(부사, 300g)","1개","1000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232232","108","남구로시장","306","배(신고, 600g)","1개","2500","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232233","108","남구로시장","307","배추(2.5~3kg)","1포기","3500","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232234","108","남구로시장","308","무(1kg)","1개","2000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232235","108","남구로시장","272","양파(작은망)","1망","2500","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232236","108","남구로시장","23","상추","100g","500","2018-04","1봉지200g1000","001","전통시장","530000","구로구","2018-04-30"
"1232237","108","남구로시장","22","오이","1개","400","2018-04","1봉지5개2000","001","전통시장","530000","구로구","2018-04-30"
"1232238","108","남구로시장","312","애호박","1개","1000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232239","108","남구로시장","58","쇠고기(한우,불고기)","600g","30000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232240","108","남구로시장","202","돼지고기(생삼겹살)","600g","15000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232241","108","남구로시장","283","닭고기(육계)","1마리","5000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232242","108","남구로시장","171","달걀(10개)","특란","2000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232243","108","남구로시장","320","달걀(30개)","특란","4000","2018-04","국내산","001","전통시장","530000","구로구","2018-04-30"
"1232244","108","남구로시장","260","조기(냉동,수입산)","1마리","2500","2018-04","4마리10000","001","전통시장","530000","구로구","2018-04-30"
"1232245","108","남구로시장","152","명태(러시아,냉동)","1마리","3000","2018-04","","001","전통시장","530000","구로구","2018-04-30"
"1232246","108","남구로시장","256","오징어(냉동,국산)","1마리","3500","2018-04","","001","전통시장","530000","구로구","2018-04-30"
"1232247","108","남구로시장","266","고등어(생물,국산)","1마리","2000","2018-04","","001","전통시장","530000","구로구","2018-04-30"
"1232248","86","홈플러스동대문점","305","사과(부사, 300g)","1개(300g)","1998","2018-04","5개 9990원","002","대형마트","230000","동대문구","2018-04-30"
"1232249","86","홈플러스동대문점","306","배(신고, 600g)","1개(600g)","1372","2018-04","4개 5490원","002","대형마트","230000","동대문구","2018-04-30"
"1232250","86","홈플러스동대문점","307","배추(2.5~3kg)","1포기","2990","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232251","86","홈플러스동대문점","308","무(1kg)","1개","2990","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232252","86","홈플러스동대문점","24","양파","1망(1.8kg)","2990","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232253","86","홈플러스동대문점","23","상추","100g","750","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232254","86","홈플러스동대문점","311","오이(다다기)","1개","663","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232255","86","홈플러스동대문점","312","애호박","1개","1490","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232256","86","홈플러스동대문점","58","쇠고기(한우,불고기)","600g","23940","2018-04","안심한우","002","대형마트","230000","동대문구","2018-04-30"
"1232257","86","홈플러스동대문점","202","돼지고기(생삼겹살)","600g","13740","2018-04","백두대간","002","대형마트","230000","동대문구","2018-04-30"
"1232258","86","홈플러스동대문점","283","닭고기(육계)","1마리(1050g)","8990","2018-04","하림","002","대형마트","230000","동대문구","2018-04-30"
"1232259","86","홈플러스동대문점","171","달걀(10개)","10개(대란)","1493","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232260","86","홈플러스동대문점","320","달걀(30개)","30개(대란)","4480","2018-04","국산 행사","002","대형마트","230000","동대문구","2018-04-30"
"1232261","86","홈플러스동대문점","144","조기(국산,냉동)","1마리(20cm)","4990","2018-04","백조기","002","대형마트","230000","동대문구","2018-04-30"
"1232262","86","홈플러스동대문점","152","명태(러시아,냉동)","1마리(40cm)","3490","2018-04","러시아 동태","002","대형마트","230000","동대문구","2018-04-30"
"1232263","86","홈플러스동대문점","256","오징어(냉동,국산)","1마리(25cm)","3790","2018-04","국산 해동","002","대형마트","230000","동대문구","2018-04-30"
"1232264","86","홈플러스동대문점","269","고등어(냉동,수입산)","1마리(25cm)","2990","2018-04","노르웨이","002","대형마트","230000","동대문구","2018-04-30"
"1232265","85","경동시장","279","사과(중품)","1개(300g)","1200","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232266","85","경동시장","51","배(신고),중급(중)","1개(600g)","1500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232267","85","경동시장","307","배추(2.5~3kg)","1포기","4000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232268","85","경동시장","308","무(1kg)","1개","1500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232269","85","경동시장","24","양파","1망(1.8kg)","4000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232270","85","경동시장","310","상추(100g)","100g","500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232271","85","경동시장","311","오이(다다기)","1개","400","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232272","85","경동시장","312","애호박","1개","1500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232273","85","경동시장","58","쇠고기(한우,불고기)","600g","24000","2018-04","국산 한우","001","전통시장","230000","동대문구","2018-04-30"
"1232274","85","경동시장","202","돼지고기(생삼겹살)","600g","11000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232275","85","경동시장","283","닭고기(육계)","1마리","4000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232276","85","경동시장","171","달걀(10개)","10개","1000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232277","85","경동시장","320","달걀(30개)","30개","3000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232278","85","경동시장","260","조기(냉동,수입산)","1마리(20cm)","3000","2018-04","해동 부세","001","전통시장","230000","동대문구","2018-04-30"
"1232279","85","경동시장","152","명태(러시아,냉동)","1마리(40cm)","2000","2018-04","러시아 동태","001","전통시장","230000","동대문구","2018-04-30"
"1232280","85","경동시장","254","오징어(생물,국산)","1마리(25cm)","4000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232281","85","경동시장","266","고등어(생물,국산)","1마리(25cm)","4000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232282","84","청량리종합시장","279","사과(중품)","1개(300g)","1500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232283","84","청량리종합시장","284","배(중품)","1개(600g)","1500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232284","84","청량리종합시장","271","배추(중간)","1포기","4000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232285","84","청량리종합시장","25","무","1개","2000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232286","84","청량리종합시장","24","양파","1망(1kg)","1500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232287","84","청량리종합시장","23","상추","100g","500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232288","84","청량리종합시장","311","오이(다다기)","1개","500","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232289","84","청량리종합시장","312","애호박","1개","1300","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232290","84","청량리종합시장","58","쇠고기(한우,불고기)","600g","27000","2018-04","국산 한우++","001","전통시장","230000","동대문구","2018-04-30"
"1232291","84","청량리종합시장","99","돼지고기(생삼겹살)","600g","13000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232292","84","청량리종합시장","283","닭고기(육계)","1마리(1kg)","4000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232293","84","청량리종합시장","171","달걀(10개)","10개","1000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232294","84","청량리종합시장","320","달걀(30개)","30개","3000","2018-04","국산","001","전통시장","230000","동대문구","2018-04-30"
"1232295","84","청량리종합시장","260","조기(냉동,수입산)","1마리(20cm)","3000","2018-04","중국 부세","001","전통시장","230000","동대문구","2018-04-30"
"1232296","84","청량리종합시장","152","명태(러시아,냉동)","1마리(40cm)","2500","2018-04","러시아 동태","001","전통시장","230000","동대문구","2018-04-30"
"1232297","84","청량리종합시장","256","오징어(냉동,국산)","1마리(25cm)","4000","2018-04","국산 해동","001","전통시장","230000","동대문구","2018-04-30"
"1232298","84","청량리종합시장","266","고등어(생물,국산)","1마리(25cm)","4000","2018-04","국산 생물","001","전통시장","230000","동대문구","2018-04-30"
"1232299","88","롯데백화점청량리점","279","사과(중품)","1개(300g)","3266","2018-04","3개 9800원","002","대형마트","230000","동대문구","2018-04-30"
"1232300","88","롯데백화점청량리점","306","배(신고, 600g)","1개(600g)","3933","2018-04","3개 11800원","002","대형마트","230000","동대문구","2018-04-30"
"1232301","88","롯데백화점청량리점","307","배추(2.5~3kg)","1포기","3980","2018-04","국산 쌈배추","002","대형마트","230000","동대문구","2018-04-30"
"1232302","88","롯데백화점청량리점","308","무(1kg)","1개","3980","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232303","88","롯데백화점청량리점","24","양파","1망(1kg)","3480","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232304","88","롯데백화점청량리점","23","상추","100g","1580","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232305","88","롯데백화점청량리점","311","오이(다다기)","1개","990","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232306","88","롯데백화점청량리점","312","애호박","1개","1980","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232307","88","롯데백화점청량리점","58","쇠고기(한우,불고기)","600g","51000","2018-04","국산 한우","002","대형마트","230000","동대문구","2018-04-30"
"1232308","88","롯데백화점청량리점","202","돼지고기(생삼겹살)","600g","23400","2018-04","국산 청풍","002","대형마트","230000","동대문구","2018-04-30"
"1232309","88","롯데백화점청량리점","18","닭고기","1마리","0","2018-04","재고없음","002","대형마트","230000","동대문구","2018-04-30"
"1232310","88","롯데백화점청량리점","171","달걀(10개)","10개","5650","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232311","88","롯데백화점청량리점","320","달걀(30개)","30개","16950","2018-04","국산","002","대형마트","230000","동대문구","2018-04-30"
"1232312","88","롯데백화점청량리점","258","조기(생물,국산)","1마리(20cm)","0","2018-04","재고없음","002","대형마트","230000","동대문구","2018-04-30"
"1232313","88","롯데백화점청량리점","152","명태(러시아,냉동)","1마리(30cm)","2500","2018-04","러시아 동태","002","대형마트","230000","동대문구","2018-04-30"
"1232314","88","롯데백화점청량리점","256","오징어(냉동,국산)","1마리(25cm)","5000","2018-04","국산 해동","002","대형마트","230000","동대문구","2018-04-30"
"1232315","88","롯데백화점청량리점","266","고등어(생물,국산)","1마리(25cm)","0","2018-04","재고없음","002","대형마트","230000","동대문구","2018-04-30"
"1232316","1","통인시장","305","사과(부사, 300g)","1 개","2500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232317","1","통인시장","306","배(신고, 600g)","1 개","3000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232318","1","통인시장","307","배추(2.5~3kg)","1포기","5000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232319","1","통인시장","274","무(세척무, 중)","1 개","2000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232320","1","통인시장","309","양파(1.5kg망)","1망","4000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232321","1","통인시장","310","상추(100g)","100g","750","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232322","1","통인시장","311","오이(다다기)","1 개","500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232323","1","통인시장","119","호박(인큐베이터)","1 개","1500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232324","1","통인시장","58","쇠고기(한우,불고기)","600g(2등급)","22000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232325","1","통인시장","99","돼지고기(생삼겹살)","600g","13000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232326","1","통인시장","283","닭고기(육계)","1마리(1kg)","5000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232327","1","통인시장","171","달걀(10개)","10개","1500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232328","1","통인시장","320","달걀(30개)","30개","4000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232329","1","통인시장","260","조기(냉동,수입산)","1마리","7000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232330","1","통인시장","152","명태(러시아,냉동)","1마리","4000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232331","1","통인시장","254","오징어(생물,국산)","1마리","5000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232332","1","통인시장","266","고등어(생물,국산)","1마리","6000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232333","55","광장시장","305","사과(부사, 300g)","1 개","2500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232334","55","광장시장","306","배(신고, 600g)","1 개","3000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232335","55","광장시장","307","배추(2.5~3kg)","1포기 ","5000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232336","55","광장시장","274","무(세척무, 중)","1 개","2000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232337","55","광장시장","309","양파(1.5kg망)","1망","5000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232338","55","광장시장","310","상추(100g)","100g","750","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232339","55","광장시장","311","오이(다다기)","1 개","500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232340","55","광장시장","119","호박(인큐베이터)","1 개","1500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232341","55","광장시장","58","쇠고기(한우,불고기)","600g(1등급)","27000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232342","55","광장시장","99","돼지고기(생삼겹살)","600g","12000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232343","55","광장시장","283","닭고기(육계)","1마리(1kg)","5000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232344","55","광장시장","171","달걀(10개)","10개","1500","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232345","55","광장시장","320","달걀(30개)","30개","4000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232346","55","광장시장","260","조기(냉동,수입산)","1마리","6000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232347","55","광장시장","265","명태(생물,수입산)","1마리","7000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232348","55","광장시장","256","오징어(냉동,국산)","1마리","5000","2018-04","","001","전통시장","110000","종로구","2018-04-30"
"1232349","55","광장시장","268","고등어(냉동,국산)","1마리","3000","2018-04","작은거","001","전통시장","110000","종로구","2018-04-30"
"1232350","2","신세계백화점","305","사과(부사, 300g)","1 개","3900","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232351","2","신세계백화점","306","배(신고, 600g)","1 개","7900","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232352","2","신세계백화점","307","배추(2.5~3kg)","1포기","6800","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232353","2","신세계백화점","308","무(1kg)","1 개","3000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232354","2","신세계백화점","309","양파(1.5kg망)","1망","7470","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232355","2","신세계백화점","23","상추","100g","1670","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232356","2","신세계백화점","311","오이(다다기)","1 개","1270","2018-04","3개3800","002","대형마트","140000","중구","2018-04-30"
"1232357","2","신세계백화점","312","애호박","1 개","2800","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232358","2","신세계백화점","58","쇠고기(한우,불고기)","600g","30600","2018-04","100g5100(부위혼합)","002","대형마트","140000","중구","2018-04-30"
"1232359","2","신세계백화점","202","돼지고기(생삼겹살)","600g","25200","2018-04","100g4200","002","대형마트","140000","중구","2018-04-30"
"1232360","2","신세계백화점","283","닭고기(육계)","1마리(1kg)","10000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232361","2","신세계백화점","171","달걀(10개)","10개","5350","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232362","2","신세계백화점","320","달걀(30개)","30개","14500","2018-04","15개7250","002","대형마트","140000","중구","2018-04-30"
"1232363","2","신세계백화점","136","조기(국산,생물)","1마리","6000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232364","2","신세계백화점","265","명태(생물,수입산)","1마리","0","2018-04","(입고안됨)","002","대형마트","140000","중구","2018-04-30"
"1232365","2","신세계백화점","254","오징어(생물,국산)","1마리","5000","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232366","2","신세계백화점","266","고등어(생물,국산)","1마리","12500","2018-04","","002","대형마트","140000","중구","2018-04-30"
"1232367","123","홈플러스월드컵점","305","사과(부사, 300g)","1개(300g)","1998","2018-04","5개9990","002","대형마트","440000","마포구","2018-04-30"
"1232368","123","홈플러스월드컵점","306","배(신고, 600g)","1개(600g)","2330","2018-04","맛이예쁜배(3개)6990원","002","대형마트","440000","마포구","2018-04-30"
"1232369","123","홈플러스월드컵점","307","배추(2.5~3kg)","1포기(2.5kg)","2990","2018-04","국내","002","대형마트","440000","마포구","2018-04-30"
"1232370","123","홈플러스월드컵점","308","무(1kg)","1개(1.5kg)","2990","2018-04","저장.세척무","002","대형마트","440000","마포구","2018-04-30"
"1232371","123","홈플러스월드컵점","309","양파(1.5kg망)","1망(1.9kg)","2990","2018-04","햇양파","002","대형마트","440000","마포구","2018-04-30"
"1232372","123","홈플러스월드컵점","310","상추(100g)","1봉지(100g)","750","2018-04","적상추(200g)1500원","002","대형마트","440000","마포구","2018-04-30"
"1232373","123","홈플러스월드컵점","311","오이(다다기)","1개","660","2018-04","다다기1봉지(3개)1990원","002","대형마트","440000","마포구","2018-04-30"
"1232374","123","홈플러스월드컵점","312","애호박","1개","1490","2018-04","초로미","002","대형마트","440000","마포구","2018-04-30"
"1232375","123","홈플러스월드컵점","58","쇠고기(한우,불고기)","(600g)","21540","2018-04","농협안심한우(세일)","002","대형마트","440000","마포구","2018-04-30"
"1232376","123","홈플러스월드컵점","52","돼지고기(삼겹살)","(600g)","9540","2018-04","일품포크","002","대형마트","440000","마포구","2018-04-30"
"1232377","123","홈플러스월드컵점","283","닭고기(육계)","1마리(1kg)","4995","2018-04","목우촌(1kg.2마리)9990원","002","대형마트","440000","마포구","2018-04-30"
"1232378","123","홈플러스월드컵점","171","달걀(10개)","(10개)","2790","2018-04","신선특란","002","대형마트","440000","마포구","2018-04-30"
"1232379","123","홈플러스월드컵점","320","달걀(30개)","(30개)","4580","2018-04","신선특란","002","대형마트","440000","마포구","2018-04-30"
"1232380","123","홈플러스월드컵점","260","조기(냉동,수입산)","1마리(27cm)","4490","2018-04","중국부서 조기(해동)대","002","대형마트","440000","마포구","2018-04-30"
"1232381","123","홈플러스월드컵점","152","명태(러시아,냉동)","1마리(32cm)","3490","2018-04","러시아(해동)대","002","대형마트","440000","마포구","2018-04-30"
"1232382","123","홈플러스월드컵점","257","오징어(냉동,수입산)","1마리(32cm)","3790","2018-04","국내(해동.손질)대","002","대형마트","440000","마포구","2018-04-30"
"1232383","123","홈플러스월드컵점","266","고등어(생물,국산)","1마리(30cm)","3990","2018-04","국내(생물)중","002","대형마트","440000","마포구","2018-04-30"
"1232384","122","그랜드마트신촌점","305","사과(부사, 300g)","1개(200g)","996","2018-04","부사(6개)5980원 세일","002","대형마트","440000","마포구","2018-04-30"
"1232385","122","그랜드마트신촌점","306","배(신고, 600g)","1개(600g)","2330","2018-04","신고배(3개)6980원","002","대형마트","440000","마포구","2018-04-30"
"1232386","122","그랜드마트신촌점","307","배추(2.5~3kg)","1포기(2.9kg)","4480","2018-04","국내","002","대형마트","440000","마포구","2018-04-30"
"1232387","122","그랜드마트신촌점","308","무(1kg)","1개(1.7kg)","3580","2018-04","국내 세척무","002","대형마트","440000","마포구","2018-04-30"
"1232388","122","그랜드마트신촌점","309","양파(1.5kg망)","1망(1.3kg)","2980","2018-04","햇양파.세일","002","대형마트","440000","마포구","2018-04-30"
"1232389","122","그랜드마트신촌점","310","상추(100g)","1봉지(100g)","1060","2018-04","적상추(120g)1280원","002","대형마트","440000","마포구","2018-04-30"
"1232390","122","그랜드마트신촌점","311","오이(다다기)","1개","660","2018-04","다다기(3개)1980원.세일","002","대형마트","440000","마포구","2018-04-30"
"1232391","122","그랜드마트신촌점","312","애호박","1개","1880","2018-04","논개","002","대형마트","440000","마포구","2018-04-30"
"1232392","122","그랜드마트신촌점","58","쇠고기(한우,불고기)","600g","32880","2018-04","소백산한우","002","대형마트","440000","마포구","2018-04-30"
"1232393","122","그랜드마트신촌점","202","돼지고기(생삼겹살)","600g","10680","2018-04","농협안심","002","대형마트","440000","마포구","2018-04-30"
"1232394","122","그랜드마트신촌점","283","닭고기(육계)","1마리(500g이상)","3380","2018-04","하림(6호)","002","대형마트","440000","마포구","2018-04-30"
"1232395","122","그랜드마트신촌점","171","달걀(10개)","10개","1980","2018-04","특란","002","대형마트","440000","마포구","2018-04-30"
"1232396","122","그랜드마트신촌점","320","달걀(30개)","30개","4480","2018-04","특란","002","대형마트","440000","마포구","2018-04-30"
"1232397","122","그랜드마트신촌점","260","조기(냉동,수입산)","1마리(28cm)","6500","2018-04","중국 부서(해동)대","002","대형마트","440000","마포구","2018-04-30"
"1232398","122","그랜드마트신촌점","152","명태(러시아,냉동)","1마리(32cm)","3480","2018-04","러시아(냉동)대","002","대형마트","440000","마포구","2018-04-30"
"1232399","122","그랜드마트신촌점","257","오징어(냉동,수입산)","1마리(32cm)","3490","2018-04","국내(선동.2마리)대6980원","002","대형마트","440000","마포구","2018-04-30"
"1232400","122","그랜드마트신촌점","266","고등어(생물,국산)","1마리(30cm)","2900","2018-04","국내(생물.2마리)중.5800원","002","대형마트","440000","마포구","2018-04-30"
"1232401","120","망원시장","305","사과(부사, 300g)","1개(300g)","1250","2018-04","청송부사(4개)5.000원","001","전통시장","440000","마포구","2018-04-30"
